education,sex,hours-per-week,race,age,occupation,marital-status,education-num,fnlwgt,capital-loss,relationship,workclass,capital-gain,income
HS-grad,Female,40,White,36,Prof-specialty,Married-civ-spouse,9,179896,0,Wife,Self-emp-not-inc,3137,<=50K
HS-grad,Male,45,White,26,Handlers-cleaners,Never-married,9,253841,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,66,Prof-specialty,Married-civ-spouse,13,113323,0,Husband,Private,20051,>50K
7th-8th,Male,40,White,38,Adm-clerical,Married-civ-spouse,4,320305,0,Husband,Private,0,<=50K
Bachelors,Female,25,White,25,Exec-managerial,Never-married,13,229287,0,Other-relative,Private,0,<=50K
HS-grad,Female,40,White,19,Prof-specialty,Never-married,9,100790,0,Not-in-family,Private,0,<=50K
Assoc-acdm,Male,50,White,30,Craft-repair,Never-married,12,331419,0,Not-in-family,Private,4787,>50K
Some-college,Male,44,White,60,Craft-repair,Divorced,10,202226,0,Own-child,Private,0,>50K
Some-college,Male,18,White,54,Tech-support,Married-civ-spouse,10,308087,1977,Husband,Private,0,>50K
HS-grad,Male,37,White,46,Craft-repair,Separated,9,220124,0,Not-in-family,Private,0,<=50K
Some-college,Male,40,White,33,Other-service,Never-married,10,31703,0,Own-child,State-gov,0,<=50K
Masters,Female,40,White,51,Exec-managerial,Divorced,14,153908,0,Not-in-family,Local-gov,0,<=50K
Prof-school,Male,60,White,43,Prof-specialty,Married-civ-spouse,15,180599,0,Husband,Private,15024,>50K
HS-grad,Male,25,White,60,Farming-fishing,Married-civ-spouse,9,160062,0,Husband,Self-emp-inc,0,<=50K
HS-grad,Male,60,White,39,Farming-fishing,Married-civ-spouse,9,148443,0,Husband,Self-emp-not-inc,0,<=50K
Bachelors,Female,40,White,23,Tech-support,Never-married,13,91733,0,Own-child,Private,3325,<=50K
Assoc-acdm,Female,40,White,39,Tech-support,Never-married,12,176634,0,Not-in-family,Private,0,<=50K
Some-college,Male,40,White,40,Exec-managerial,Never-married,10,74949,0,Not-in-family,Local-gov,0,<=50K
Some-college,Male,65,White,48,Exec-managerial,Married-civ-spouse,10,165484,0,Husband,Private,0,>50K
HS-grad,Male,40,White,24,Handlers-cleaners,Never-married,9,44738,0,Other-relative,Private,0,<=50K
HS-grad,Male,40,White,32,Handlers-cleaners,Divorced,9,130040,0,Not-in-family,Private,0,<=50K
Some-college,Male,60,White,31,Craft-repair,Married-civ-spouse,10,234537,0,Husband,Self-emp-not-inc,0,<=50K
HS-grad,Male,40,Black,39,Machine-op-inspct,Never-married,9,179016,0,Not-in-family,Private,0,<=50K
Masters,Female,40,White,27,Exec-managerial,Never-married,14,335421,0,Own-child,Private,0,<=50K
Masters,Male,38,Black,45,Adm-clerical,Never-married,14,312678,0,Not-in-family,State-gov,0,<=50K
HS-grad,Female,40,White,63,Exec-managerial,Divorced,9,131519,0,Not-in-family,Private,0,<=50K
Bachelors,Male,50,White,45,Exec-managerial,Married-civ-spouse,13,285060,0,Husband,Private,0,>50K
Some-college,Female,50,White,28,Adm-clerical,Separated,10,189765,0,Unmarried,State-gov,0,<=50K
Bachelors,Female,40,White,23,Sales,Never-married,13,130905,0,Own-child,Private,0,<=50K
HS-grad,Male,44,White,50,Craft-repair,Married-civ-spouse,9,146325,0,Husband,Private,0,>50K
12th,Male,40,White,33,Protective-serv,Married-civ-spouse,8,102821,0,Husband,Private,0,<=50K
Bachelors,Male,46,White,27,Sales,Never-married,13,388998,0,Not-in-family,Private,13550,>50K
Some-college,Male,40,White,29,Transport-moving,Married-civ-spouse,10,82910,0,Husband,Private,0,<=50K
HS-grad,Female,35,White,36,Adm-clerical,Divorced,9,309122,0,Unmarried,Private,0,<=50K
Bachelors,Male,55,White,23,Sales,Never-married,13,55215,0,Own-child,Private,0,<=50K
HS-grad,Male,50,White,38,Exec-managerial,Married-civ-spouse,9,176357,0,Husband,Self-emp-inc,0,<=50K
Prof-school,Male,40,White,60,Exec-managerial,Married-civ-spouse,15,185836,0,Husband,Private,0,>50K
Some-college,Female,35,White,20,Craft-repair,Never-married,10,54152,0,Not-in-family,Self-emp-not-inc,0,<=50K
Some-college,Female,48,Black,37,Machine-op-inspct,Widowed,10,212437,0,Unmarried,Private,0,<=50K
HS-grad,Male,40,White,37,Craft-repair,Never-married,9,224566,0,Unmarried,Private,0,<=50K
HS-grad,Male,40,White,58,Craft-repair,Married-civ-spouse,9,200040,0,Husband,Private,0,<=50K
Some-college,Female,60,White,27,Adm-clerical,Never-married,10,89598,0,Unmarried,Private,0,<=50K
Some-college,Male,55,White,33,Machine-op-inspct,Married-civ-spouse,10,323811,0,Husband,Private,0,<=50K
Some-college,Female,40,White,43,Adm-clerical,Divorced,10,30824,0,Not-in-family,State-gov,0,<=50K
Some-college,Male,20,Black,21,Tech-support,Never-married,10,181096,0,Own-child,Federal-gov,0,<=50K
5th-6th,Male,40,Black,44,Machine-op-inspct,Married-civ-spouse,3,222635,0,Husband,Private,0,<=50K
HS-grad,Male,46,White,53,Prof-specialty,Divorced,9,346871,0,Not-in-family,Private,4787,>50K
HS-grad,Female,20,Black,31,Other-service,Never-married,9,184889,0,Own-child,Private,0,<=50K
HS-grad,Female,30,White,20,Other-service,Never-married,9,125010,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,32,Machine-op-inspct,Never-married,9,53135,0,Not-in-family,Private,0,<=50K
10th,Male,40,Black,48,Transport-moving,Married-civ-spouse,6,498328,0,Husband,Private,0,<=50K
HS-grad,Male,40,Black,46,Other-service,Married-civ-spouse,9,604380,0,Husband,Private,0,<=50K
HS-grad,Male,50,White,28,Machine-op-inspct,Married-civ-spouse,9,174327,0,Husband,Private,0,<=50K
HS-grad,Male,40,Black,27,Sales,Never-married,9,357283,0,Not-in-family,Self-emp-not-inc,0,<=50K
Some-college,Female,32,White,18,Sales,Never-married,10,280728,0,Own-child,Federal-gov,0,<=50K
HS-grad,Male,12,White,69,Exec-managerial,Married-civ-spouse,9,185039,0,Husband,Self-emp-not-inc,9386,>50K
Masters,Male,40,White,50,Sales,Married-civ-spouse,14,251240,0,Husband,Self-emp-inc,0,>50K
Bachelors,Female,30,White,32,Sales,Divorced,13,210541,0,Unmarried,Private,0,<=50K
HS-grad,Female,48,White,43,Exec-managerial,Separated,9,172364,0,Not-in-family,Private,0,<=50K
HS-grad,Male,55,White,52,Sales,Married-civ-spouse,9,138611,0,Husband,Self-emp-not-inc,7688,>50K
Some-college,Female,40,White,35,Exec-managerial,Divorced,10,139647,0,Not-in-family,Private,0,>50K
HS-grad,Female,45,White,46,Adm-clerical,Divorced,9,164427,0,Own-child,Private,0,<=50K
HS-grad,Male,60,White,58,Transport-moving,Married-civ-spouse,9,205235,0,Husband,Private,0,>50K
Prof-school,Male,60,White,46,Prof-specialty,Married-civ-spouse,15,192779,0,Husband,Self-emp-inc,15024,>50K
HS-grad,Male,50,White,40,Craft-repair,Never-married,9,163434,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,25,Adm-clerical,Never-married,13,264055,0,Own-child,Private,0,<=50K
Assoc-acdm,Female,25,White,22,Adm-clerical,Never-married,12,336215,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,33,Prof-specialty,Married-civ-spouse,13,78307,0,Husband,Federal-gov,0,<=50K
Assoc-voc,Male,40,White,49,Craft-repair,Married-civ-spouse,11,233059,0,Husband,Federal-gov,0,<=50K
10th,Female,40,White,62,Prof-specialty,Divorced,6,91433,0,Unmarried,Private,0,<=50K
Some-college,Male,48,Black,56,Protective-serv,Divorced,10,157525,0,Not-in-family,Local-gov,0,<=50K
HS-grad,Female,40,White,42,Other-service,Never-married,9,22831,0,Not-in-family,Private,0,<=50K
Masters,Female,40,White,41,Exec-managerial,Divorced,14,180181,0,Unmarried,Private,0,<=50K
Bachelors,Male,40,White,35,Adm-clerical,Never-married,13,336793,0,Other-relative,Private,0,<=50K
HS-grad,Male,50,White,32,Craft-repair,Married-civ-spouse,9,35595,0,Husband,Self-emp-not-inc,0,<=50K
HS-grad,Male,40,White,25,Craft-repair,Never-married,9,410240,0,Own-child,Private,0,<=50K
5th-6th,Female,15,Black,66,Priv-house-serv,Divorced,3,178120,0,Not-in-family,Private,0,<=50K
HS-grad,Male,38,White,26,Protective-serv,Married-civ-spouse,9,294400,0,Husband,State-gov,0,<=50K
Some-college,Male,55,White,46,Transport-moving,Divorced,10,65353,0,Own-child,Private,3325,<=50K
Bachelors,Male,45,White,55,Exec-managerial,Married-civ-spouse,13,189719,0,Husband,Private,0,>50K
HS-grad,Male,40,White,24,Craft-repair,Married-civ-spouse,9,23438,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,25,Sales,Never-married,9,178037,0,Unmarried,Private,0,<=50K
Some-college,Female,40,White,22,Adm-clerical,Never-married,10,109815,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,31,Other-service,Never-married,9,197860,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,White,30,Adm-clerical,Divorced,9,271933,0,Not-in-family,Private,0,<=50K
HS-grad,Male,15,White,54,Other-service,Never-married,9,141663,0,Not-in-family,Private,0,<=50K
9th,Female,40,White,56,Craft-repair,Divorced,5,92215,0,Not-in-family,Private,0,>50K
HS-grad,Male,40,Black,29,Craft-repair,Married-civ-spouse,9,235393,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,53,Craft-repair,Married-civ-spouse,9,151864,0,Husband,Private,0,<=50K
HS-grad,Female,40,Black,22,Machine-op-inspct,Never-married,9,189277,0,Unmarried,Private,0,<=50K
HS-grad,Female,40,White,42,Exec-managerial,Divorced,9,344572,0,Not-in-family,Private,0,>50K
Some-college,Male,40,White,21,Sales,Never-married,10,265356,0,Other-relative,Private,0,<=50K
HS-grad,Female,70,White,36,Other-service,Never-married,9,166880,0,Not-in-family,Self-emp-inc,0,<=50K
Assoc-voc,Female,25,White,69,Sales,Widowed,11,213249,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,Amer-Indian-Eskimo,31,Transport-moving,Married-civ-spouse,9,112627,0,Husband,Private,0,<=50K
Some-college,Female,55,White,48,Adm-clerical,Divorced,10,125120,0,Unmarried,Private,0,<=50K
HS-grad,Female,40,White,23,Exec-managerial,Never-married,9,60409,0,Not-in-family,Private,0,<=50K
Assoc-acdm,Male,40,Asian-Pac-Islander,24,Craft-repair,Separated,12,243190,0,Unmarried,Private,8614,>50K
HS-grad,Male,40,Black,47,Adm-clerical,Married-civ-spouse,9,583755,0,Husband,Private,0,>50K
HS-grad,Female,40,Amer-Indian-Eskimo,36,Machine-op-inspct,Never-married,9,68089,0,Unmarried,Private,0,<=50K
Assoc-acdm,Male,50,White,39,Exec-managerial,Married-civ-spouse,12,306646,0,Husband,Private,0,>50K
HS-grad,Female,46,White,22,Transport-moving,Never-married,9,186573,0,Not-in-family,Private,0,<=50K
Bachelors,Male,45,White,27,Sales,Never-married,13,279580,0,Not-in-family,Private,10520,>50K
HS-grad,Male,40,White,36,Machine-op-inspct,Married-civ-spouse,9,437909,0,Husband,Private,0,<=50K
HS-grad,Female,40,White,33,Adm-clerical,Divorced,9,94193,0,Unmarried,Federal-gov,0,<=50K
HS-grad,Male,50,White,42,Prof-specialty,Married-civ-spouse,9,154076,0,Husband,Private,7688,>50K
Some-college,Male,65,White,52,Sales,Married-civ-spouse,10,145879,0,Husband,Private,0,<=50K
Bachelors,Male,32,White,23,Sales,Never-married,13,208946,0,Own-child,Private,0,<=50K
Assoc-voc,Female,38,White,30,Adm-clerical,Divorced,11,178587,0,Not-in-family,Private,0,<=50K
HS-grad,Male,37,White,27,Handlers-cleaners,Never-married,9,153869,0,Own-child,Private,0,<=50K
HS-grad,Male,35,White,24,Other-service,Never-married,9,88676,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,44,Machine-op-inspct,Married-civ-spouse,9,151089,0,Husband,Local-gov,0,<=50K
Assoc-voc,Female,20,Black,62,Priv-house-serv,Separated,11,138621,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,45,Exec-managerial,Married-civ-spouse,13,30457,0,Husband,Private,15024,>50K
HS-grad,Male,20,White,75,Farming-fishing,Married-civ-spouse,9,213349,0,Husband,Self-emp-not-inc,0,<=50K
Bachelors,Male,50,White,47,Prof-specialty,Married-civ-spouse,13,192776,0,Husband,Private,0,<=50K
Prof-school,Male,60,White,64,Exec-managerial,Married-civ-spouse,15,192884,0,Husband,Private,0,<=50K
HS-grad,Male,42,White,54,Tech-support,Divorced,9,103024,0,Not-in-family,Private,0,>50K
Bachelors,Male,40,White,41,Exec-managerial,Married-civ-spouse,13,510072,0,Husband,Federal-gov,0,>50K
Assoc-acdm,Male,40,White,33,Craft-repair,Married-civ-spouse,12,178615,0,Husband,Private,0,<=50K
Some-college,Female,10,White,20,Adm-clerical,Never-married,10,249956,0,Own-child,Private,0,<=50K
Bachelors,Male,50,White,51,Sales,Divorced,13,177705,0,Not-in-family,Private,0,>50K
Prof-school,Male,50,White,45,Craft-repair,Never-married,15,121124,0,Not-in-family,Self-emp-inc,0,>50K
HS-grad,Male,40,White,30,Craft-repair,Never-married,9,89735,1504,Own-child,Private,0,<=50K
HS-grad,Female,40,White,32,Adm-clerical,Divorced,9,222548,0,Own-child,Private,0,<=50K
Some-college,Female,40,White,61,Sales,Divorced,10,316359,0,Not-in-family,Private,0,<=50K
11th,Male,49,White,56,Craft-repair,Divorced,7,271795,0,Not-in-family,Private,0,<=50K
HS-grad,Male,60,White,28,Handlers-cleaners,Never-married,9,31801,0,Other-relative,Private,0,<=50K
Some-college,Female,40,Black,23,Handlers-cleaners,Never-married,10,196508,0,Own-child,Private,0,<=50K
Some-college,Male,84,White,55,Transport-moving,Married-civ-spouse,10,189933,0,Husband,Private,0,<=50K
HS-grad,Male,70,White,33,Transport-moving,Never-married,9,361497,0,Not-in-family,Private,0,<=50K
Some-college,Female,20,White,22,Adm-clerical,Never-married,10,150175,0,Own-child,Private,0,<=50K
Assoc-voc,Male,40,White,43,Exec-managerial,Married-civ-spouse,11,155106,0,Husband,Local-gov,0,<=50K
HS-grad,Female,40,White,32,Exec-managerial,Divorced,9,62272,0,Unmarried,Self-emp-not-inc,0,<=50K
Some-college,Female,40,White,38,Sales,Married-civ-spouse,10,189916,0,Wife,Private,0,<=50K
9th,Male,20,White,18,Farming-fishing,Never-married,5,324011,0,Own-child,Private,0,<=50K
Some-college,Male,50,White,35,Craft-repair,Married-civ-spouse,10,105803,0,Husband,Private,0,>50K
HS-grad,Female,40,White,29,Machine-op-inspct,Divorced,9,107998,0,Own-child,Private,0,<=50K
11th,Male,35,White,39,Craft-repair,Married-civ-spouse,7,167777,0,Husband,Private,0,<=50K
Some-college,Male,50,White,29,Exec-managerial,Married-civ-spouse,10,228860,1887,Husband,Private,0,>50K
Prof-school,Male,55,White,45,Prof-specialty,Married-civ-spouse,15,40666,0,Husband,Self-emp-inc,0,>50K
Some-college,Male,40,White,44,Machine-op-inspct,Married-civ-spouse,10,277488,0,Husband,Private,3103,>50K
7th-8th,Male,40,White,42,Craft-repair,Married-civ-spouse,4,195897,0,Husband,Local-gov,0,<=50K
Bachelors,Male,40,White,34,Sales,Never-married,13,242984,0,Not-in-family,Private,0,<=50K
Bachelors,Male,40,White,52,Tech-support,Married-civ-spouse,13,236497,0,Husband,Local-gov,0,<=50K
Bachelors,Male,45,White,30,Sales,Married-civ-spouse,13,24292,0,Husband,Private,0,>50K
Some-college,Male,40,White,49,Craft-repair,Never-married,10,121238,0,Unmarried,Self-emp-not-inc,0,<=50K
Some-college,Male,40,White,35,Prof-specialty,Married-civ-spouse,10,281982,0,Husband,Private,0,>50K
Prof-school,Male,50,White,37,Prof-specialty,Married-civ-spouse,15,348739,0,Husband,Self-emp-not-inc,0,>50K
7th-8th,Male,40,White,49,Handlers-cleaners,Married-civ-spouse,4,194189,0,Husband,Private,0,<=50K
11th,Female,40,White,19,Other-service,Separated,7,329130,0,Own-child,Private,0,<=50K
Bachelors,Male,4,White,22,Exec-managerial,Never-married,13,205939,0,Own-child,Private,2202,<=50K
HS-grad,Male,40,Black,31,Other-service,Never-married,9,62165,0,Own-child,Private,0,<=50K
Some-college,Male,40,White,26,Craft-repair,Married-civ-spouse,10,224361,0,Husband,Private,0,<=50K
Some-college,Male,55,White,44,Sales,Married-civ-spouse,10,34722,0,Husband,Private,0,<=50K
Some-college,Female,40,White,38,Other-service,Married-civ-spouse,10,175972,0,Wife,Private,0,<=50K
HS-grad,Male,60,White,33,Sales,Married-civ-spouse,9,359428,0,Husband,Self-emp-not-inc,0,<=50K
12th,Male,20,White,18,Other-service,Never-married,8,268952,0,Own-child,Private,0,<=50K
Assoc-voc,Female,40,Black,32,Tech-support,Widowed,11,257978,0,Unmarried,Private,0,<=50K
HS-grad,Female,40,White,27,Adm-clerical,Divorced,9,118799,0,Not-in-family,Private,0,<=50K
Assoc-voc,Male,40,White,30,Craft-repair,Never-married,11,609789,0,Not-in-family,Self-emp-not-inc,0,<=50K
HS-grad,Male,38,Black,33,Other-service,Never-married,9,123157,0,Not-in-family,Private,0,<=50K
Masters,Female,10,White,74,Sales,Divorced,14,84197,0,Not-in-family,Private,0,<=50K
Assoc-acdm,Male,55,White,36,Tech-support,Married-civ-spouse,12,138441,0,Husband,Private,0,<=50K
HS-grad,Female,20,White,29,Adm-clerical,Married-civ-spouse,9,239753,2057,Wife,Private,0,<=50K
Bachelors,Female,45,White,39,Exec-managerial,Divorced,13,262158,0,Unmarried,Private,0,<=50K
Bachelors,Male,80,White,25,Sales,Never-married,13,133373,0,Not-in-family,Self-emp-inc,0,<=50K
HS-grad,Male,40,White,21,Farming-fishing,Separated,9,57916,0,Own-child,Private,0,<=50K
Assoc-voc,Female,50,White,39,Exec-managerial,Never-married,11,142897,0,Unmarried,State-gov,0,<=50K
Some-college,Female,32,White,38,Prof-specialty,Divorced,10,161016,0,Not-in-family,Private,0,<=50K
HS-grad,Female,25,Asian-Pac-Islander,20,Sales,Never-married,9,227491,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,51,Craft-repair,Divorced,9,306790,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,White,21,Adm-clerical,Never-married,9,33831,0,Unmarried,Private,0,<=50K
Some-college,Female,40,White,36,Prof-specialty,Never-married,10,188972,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,Black,50,Other-service,Separated,9,313546,0,Unmarried,Private,0,<=50K
HS-grad,Male,55,White,38,Exec-managerial,Married-civ-spouse,9,220585,0,Husband,Private,0,>50K
Bachelors,Female,40,White,25,Prof-specialty,Never-married,13,476599,0,Not-in-family,Local-gov,0,<=50K
Some-college,Female,15,White,23,Sales,Never-married,10,163665,0,Own-child,Private,0,<=50K
Bachelors,Male,55,White,36,Exec-managerial,Married-civ-spouse,13,306646,0,Husband,Private,0,>50K
Masters,Female,50,White,34,Exec-managerial,Never-married,14,169583,0,Not-in-family,Private,0,<=50K
Some-college,Male,10,White,19,Other-service,Never-married,10,127085,0,Own-child,State-gov,0,<=50K
10th,Female,3,White,18,Other-service,Never-married,6,152044,0,Own-child,Private,0,<=50K
10th,Male,40,White,36,Sales,Divorced,6,111387,0,Own-child,Private,0,<=50K
Some-college,Male,40,White,46,Transport-moving,Married-civ-spouse,10,102318,1887,Husband,Private,0,>50K
Some-college,Male,45,White,29,Craft-repair,Never-married,10,213692,0,Own-child,Private,0,<=50K
HS-grad,Female,32,White,23,Exec-managerial,Never-married,9,163665,0,Not-in-family,Private,0,<=50K
HS-grad,Male,40,White,35,Handlers-cleaners,Married-civ-spouse,9,30529,0,Husband,Private,0,<=50K
HS-grad,Male,40,White,35,Transport-moving,Never-married,9,290226,0,Own-child,Private,0,<=50K
HS-grad,Male,40,White,40,Transport-moving,Married-civ-spouse,9,182136,0,Husband,Private,0,<=50K
Some-college,Male,40,Asian-Pac-Islander,22,Transport-moving,Never-married,10,73266,0,Own-child,Private,0,<=50K
Some-college,Female,15,White,19,Adm-clerical,Never-married,10,60412,0,Own-child,State-gov,0,<=50K
11th,Male,40,White,70,Transport-moving,Married-civ-spouse,7,187891,0,Husband,Private,0,<=50K
Some-college,Male,55,Black,38,Transport-moving,Divorced,10,194304,0,Not-in-family,Private,0,<=50K
Some-college,Male,50,White,35,Sales,Married-civ-spouse,10,160910,0,Husband,Private,0,<=50K
Some-college,Female,35,White,25,Other-service,Never-married,10,148300,0,Own-child,Private,0,<=50K
Some-college,Male,45,White,39,Craft-repair,Married-civ-spouse,10,165743,0,Husband,Private,0,>50K
Assoc-acdm,Male,50,White,43,Prof-specialty,Married-civ-spouse,12,184018,0,Husband,Private,0,<=50K
HS-grad,Male,40,Black,20,Other-service,Never-married,9,164441,0,Own-child,Private,0,<=50K
Some-college,Female,40,White,21,Adm-clerical,Never-married,10,199419,0,Not-in-family,Private,0,<=50K
HS-grad,Female,40,Black,47,Handlers-cleaners,Married-civ-spouse,9,181342,0,Wife,Private,0,<=50K
Assoc-acdm,Female,40,White,44,Tech-support,Divorced,12,173382,0,Unmarried,Private,0,<=50K
9th,Male,15,White,17,Handlers-cleaners,Never-married,5,184924,1719,Own-child,Private,0,<=50K
